shelter_name,shelter_address,date,total_attendance,capacity,program_type
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-05-30,125,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-05-31,138,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-01,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-02,121,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-03,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-04,133,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-05,118,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-06,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-07,140,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-08,146,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-09,82,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-10,148,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-11,148,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-12,88,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-13,130,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-14,150,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-15,110,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-16,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-17,153,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-18,140,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-19,110,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-20,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-21,83,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-22,150,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-23,137,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-24,156,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-25,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-26,128,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-27,94,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-28,136,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-29,147,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-06-30,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-01,115,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-02,130,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-03,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-04,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-05,113,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-06,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-07,125,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-08,110,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-09,136,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-10,94,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-11,85,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-12,134,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-13,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-14,123,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-15,130,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-16,128,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-17,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-18,146,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-19,124,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-20,119,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-21,93,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-22,151,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-23,134,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-24,104,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-25,151,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-26,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-27,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-28,115,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-29,105,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-30,80,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-07-31,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-01,112,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-02,108,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-03,112,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-04,90,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-05,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-06,109,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-07,112,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-08,140,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-09,127,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-10,103,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-11,79,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-12,139,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-13,113,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-14,123,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-15,108,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-16,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-17,124,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-18,156,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-19,82,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-20,135,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-21,81,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-22,128,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-23,128,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-24,99,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-25,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-26,111,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-27,82,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-28,145,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-29,140,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-30,99,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-08-31,115,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-01,117,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-02,90,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-03,133,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-04,133,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-05,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-06,85,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-07,84,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-08,111,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-09,114,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-10,124,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-11,139,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-12,152,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-13,105,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-14,150,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-15,120,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-16,110,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-17,130,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-18,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-19,125,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-20,156,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-21,144,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-22,112,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-23,126,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-24,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-25,83,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-26,148,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-27,81,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-28,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-29,137,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-09-30,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-01,152,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-02,118,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-03,82,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-04,115,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-05,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-06,82,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-07,129,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-08,105,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-09,136,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-10,138,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-11,84,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-12,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-13,105,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-14,138,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-15,106,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-16,130,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-17,118,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-18,154,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-19,98,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-20,145,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-21,147,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-22,80,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-23,104,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-24,132,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-25,154,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-26,111,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-27,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-28,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-29,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-30,129,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-10-31,100,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-01,113,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-02,151,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-03,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-04,96,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-05,104,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-06,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-07,113,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-08,118,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-09,99,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-10,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-11,124,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-12,119,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-13,88,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-14,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-15,79,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-16,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-17,133,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-18,120,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-19,107,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-20,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-21,148,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-22,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-23,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-24,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-25,112,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-26,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-27,123,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-28,85,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-29,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-11-30,146,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-01,94,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-02,155,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-03,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-04,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-05,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-06,81,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-07,108,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-08,93,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-09,108,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-10,100,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-11,85,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-12,110,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-13,108,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-14,146,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-15,137,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-16,96,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-17,138,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-18,80,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-19,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-20,94,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-21,103,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-22,117,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-23,115,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-24,121,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-25,156,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-26,134,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-27,135,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-28,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-29,117,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-30,93,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2023-12-31,145,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-01,152,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-02,86,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-03,112,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-04,80,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-05,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-06,97,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-07,117,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-08,140,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-09,132,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-10,133,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-11,158,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-12,98,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-13,107,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-14,126,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-15,80,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-16,114,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-17,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-18,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-19,155,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-20,117,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-21,139,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-22,96,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-23,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-24,153,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-25,137,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-26,132,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-27,121,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-28,116,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-29,111,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-30,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-01-31,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-01,150,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-02,137,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-03,96,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-04,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-05,136,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-06,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-07,99,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-08,118,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-09,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-10,154,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-11,144,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-12,103,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-13,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-14,154,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-15,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-16,114,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-17,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-18,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-19,97,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-20,109,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-21,117,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-22,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-23,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-24,111,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-25,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-26,99,158,Domestic Violence
